idema,lon,fint,prec,alt,vmax,vv,dv,lat,dmax,ubi,hr,tamin,ta,tamax,pres,stdvv,ts,pres_nmar,tpr,vis,stddv,inso,tss5cm,psoltp,pliqt,rviento,vmaxu,dvu,pacutp,vvu,stdvvu,stddvu,dmaxu,tss20cm,geo850,geo925,nieve,geo700
1212E,-6.044173,2025-01-07T11:00:00+0000,0.0,127.0,6.7,3.7,190.0,43.56694,160.0,ASTURIAS/AVILÉS,79.0,8.8,10.5,10.8,995.1,0.3,9.9,1011.3,7.0,,7.0,0.0,,,,,,,,,,,,,,,,
1221D,-5.776392,2025-01-07T11:00:00+0000,0.0,1480.0,13.3,7.1,171.0,42.978607,174.0,PAJARES - VALGRANDE,99.0,-0.2,0.1,0.2,,,,,0.0,,,,,,,285.0,,,,,,,,,,,,
1223P,-5.822748,2025-01-07T11:00:00+0000,0.0,370.0,11.6,2.9,159.0,43.132706,187.0,RONZÓN,61.0,12.2,13.5,13.5,,,,,,,,,,,,,,,,,,,,,,,,
1226X,-5.476919,2025-01-07T11:00:00+0000,0.0,750.0,9.7,2.9,120.0,43.095177,137.0,CUEVAS DE FELECHOSA,64.0,7.3,10.9,10.9,,,,,,,,,,,,,,,,,,,,,,,,
1234P,-5.819274,2025-01-07T11:00:00+0000,0.0,170.0,7.5,1.0,220.0,43.274883,230.0,MIERES-BAÍÑA,85.0,9.1,9.6,12.3,,,,,,,,,,,,,,,,,,,,,,,,
1249X,-5.873889,2025-01-07T11:00:00+0000,0.0,334.44,2.3,1.5,130.0,43.353333,160.0,OVIEDO,92.0,6.8,8.0,8.0,971.1,0.5,8.8,1011.5,6.8,20.0,28.0,0.0,8.4,,,,,,0.0,,,,,8.4,,,,
1272B,-6.386539,2025-01-07T11:00:00+0000,0.0,280.0,7.2,2.7,312.0,43.290276,2.0,SOUTU  LA BARCA,68.0,11.1,14.1,14.1,,,,,,,,,,,,,,,,,,,,,,,,
1276F,-6.256944,2025-01-07T11:00:00+0000,0.0,670.0,9.1,3.3,192.0,43.1,207.0,POLA DE SOMIEDO-DEPURADORA,65.0,11.2,11.4,11.4,,,,,,,,,,,,,,,,,,,,,,,,
1279X,-6.230729,2025-01-07T11:00:00+0000,0.0,240.0,10.3,4.0,232.0,43.425,222.0,CAMUÑO,75.0,7.9,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,
1283U,-6.469998,2025-01-07T11:00:00+0000,0.2,60.0,23.1,13.0,261.0,43.569164,322.0,CABO BUSTO,59.0,11.5,16.2,16.4,,2.7,12.6,,,,12.0,0.0,11.3,,,,,,,,,,,,,,,
1297E,-7.017618,2025-01-07T11:00:00+0000,0.4,1020.0,12.5,5.6,155.0,42.768578,140.0,CERVANTES-BAZAL,94.0,4.6,6.2,6.2,,,,,,,,,,,,,,,,,,,,,,,,
1302F,-6.472407,2025-01-07T11:00:00+0000,1.6,1310.0,3.7,1.5,311.0,42.95527,35.0,DEGAÑA  COTO CORTÉS,97.0,1.2,2.1,2.2,,,,,,,,,,,,,,,,,,,,,,,,
1309C,-6.884876,2025-01-07T11:00:00+0000,0.0,780.0,16.2,6.0,198.0,43.027412,235.0,SAN ANTOLIN DE IBIAS-LINARES,85.0,8.3,8.9,9.0,,,,,,,,,,,,,,,,,,,,,,,,
1327A,-6.673332,2025-01-07T11:00:00+0000,0.0,410.0,16.3,6.2,303.0,43.465553,222.0,ONETA,77.0,11.0,11.8,11.8,,,,,,,,,,,,,,,,,,,,,,,,
1331A,-7.031388,2025-01-07T11:00:00+0000,0.0,40.0,16.7,6.8,219.0,43.524723,193.0,CASTROPOL,67.0,13.4,13.9,14.0,,,,,7.8,,,,,,,274.0,,,,,,,,,,,,
1341B,-7.06098,2025-01-07T11:00:00+0000,0.0,340.0,24.9,14.4,187.0,43.415546,175.0,OURIA DE TARAMUNDI,71.0,12.6,13.3,13.3,,,,,,,,,,,,,,,,,,,,,,,,
1342X,-7.082971,2025-01-07T11:00:00+0000,0.0,43.0,19.9,9.8,207.0,43.540653,185.0,RIBADEO  VILAFRAMIL,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1344X,-7.361736,2025-01-07T11:00:00+0000,0.2,125.0,,,,43.43133,,MONDOÑEDO,83.0,10.8,11.9,11.9,,,,,,,,,,,,,,,,,,,,,,,,
1347T,-7.357091,2025-01-07T11:00:00+0000,0.0,80.0,,,,43.651047,,BURELA,77.0,11.5,12.6,12.6,,,,,,,,,,,,,,,,,,,,,,,,
1351,-7.684866,2025-01-07T11:00:00+0000,0.1,90.39,28.8,21.4,242.0,43.78621,242.0,ESTACA DE BARES,83.0,13.1,14.1,14.1,,2.0,12.4,,,16.5,5.0,49.0,11.6,,,,,,0.0,,,,,,,,,
1354C,-8.262222,2025-01-07T11:00:00+0000,0.0,4.0,,,,43.47639,,FERROL-A GRAÑA,85.0,12.5,12.9,12.9,1010.4,,,1010.9,10.4,,,,,,,294.0,,,,,,,,,,,,
1363X,-7.861476,2025-01-07T11:00:00+0000,0.6,343.0,,,,43.44597,,AS PONTES A AEROSA,91.0,10.3,10.9,10.9,,,,,,,,,,,,,,,,,,,,,,,,
1387,-8.421517,2025-01-07T11:00:00+0000,0.2,57.07,13.3,4.3,194.0,43.36597,210.0,A CORUÑA,86.0,12.9,13.9,13.9,1003.6,1.5,14.0,1011.4,11.6,19.8,25.0,0.4,11.6,,,,,,0.17,,,,,12.1,,,,
1387D,-8.441944,2025-01-07T11:00:00+0000,0.1,131.71,13.1,6.5,207.0,43.363308,203.0,BENS-A CORUÑA,89.0,12.0,13.2,13.2,995.4,1.3,,1011.1,11.4,,6.0,,,,,,,,,,,,,,,,,
1387E,-8.371975,2025-01-07T11:00:00+0000,0.0,98.0,11.8,5.7,180.0,43.306953,190.0,A CORUÑA/ALVEDRO,95.0,12.1,13.2,13.4,999.1,0.7,13.4,1011.4,12.4,23.5,4.0,0.0,,,,,,,,,,,,,,,,
1390X,-8.711001,2025-01-07T11:00:00+0000,1.4,98.0,,,,43.203583,,CARBALLO,93.0,13.3,14.9,15.1,,,,,,,,,,,,,,,,,,,,,,,,
1393,-9.210829,2025-01-07T11:00:00+0000,1.2,50.0,19.5,14.5,212.0,43.160557,207.0,CABO VILAN,91.0,,,,,,,,,,,,,,,504.0,,,,,,,,,,,,
1399,-9.046929,2025-01-07T11:00:00+0000,2.4,287.0,,,,43.057446,,VIMIANZO-CASTRELO,100.0,13.6,13.7,13.7,,,,,,,,,,,,,,,,,,,,,,,,
1400,-9.291434,2025-01-07T11:00:00+0000,2.1,230.0,23.0,17.5,190.0,42.924828,184.0,FISTERRA,99.0,13.7,13.8,13.8,984.4,1.8,13.6,1011.5,13.7,0.2,3.0,0.0,11.4,,,,,,0.6,,,,,,,,,
1406X,-8.99369,2025-01-07T11:00:00+0000,8.8,340.0,,,,42.93525,,MAZARICOS-A PICOTA,100.0,13.0,13.2,13.2,,,,,,,,,,,,,,,,,,,,,,,,
1410X,-8.022249,2025-01-07T11:00:00+0000,0.6,500.0,,,,43.037876,,SOBRADO DOS MONXES,99.0,9.1,10.2,10.2,,,,,,,,,,,,,,,,,,,,,,,,
1428,-8.410515,2025-01-07T11:00:00+0000,3.0,370.0,15.4,7.1,230.0,42.888012,220.0,SANTIAGO DE COMPOSTELA/LAVACOLLA,95.0,9.3,11.9,12.0,970.1,1.7,12.7,1013.3,11.1,5.9,7.0,0.0,8.3,,,,,,,,,,,7.6,,,,
1435C,-8.876227,2025-01-07T11:00:00+0000,1.8,128.0,16.3,6.4,216.0,42.80014,230.0,NOIA,98.0,14.3,14.4,14.8,,,,,,,,,,,,,,,,,,,,,,,,
1442U,-8.892333,2025-01-07T11:00:00+0000,1.4,10.0,,,,42.643887,,BOIRO,95.0,14.0,14.2,14.2,,,,,,,,,,,,,,,,,,,,,,,,
1446X,-7.768333,2025-01-07T11:00:00+0000,0.2,680.0,,,,42.809723,,MONTERROSO,99.0,6.5,7.3,7.3,,,,,,,,,,,,,,,,,,,,,,,,
1466A,-8.257892,2025-01-07T11:00:00+0000,0.8,435.0,12.0,3.8,232.0,42.700886,227.0,SILLEDA,92.0,10.4,11.9,11.9,,,,,,,,,,,,,,,,,,,,,,,,
1468X,-8.501806,2025-01-07T11:00:00+0000,3.4,269.0,,,,42.69361,,A ESTRADA,99.0,11.2,12.4,12.4,,,,,,,,,,,,,,,,,,,,,,,,
1473A,-8.627222,2025-01-07T11:00:00+0000,1.0,100.0,10.6,3.7,272.0,42.738335,227.0,PADRÓN,94.0,11.2,13.2,13.2,,,,,12.2,,,,,,,123.0,,,,,,,,,,,,
1475X,-8.555833,2025-01-07T11:00:00+0000,1.5,240.0,11.1,3.0,224.0,42.87611,223.0,SANTIAGO DE COMPOSTELA,97.0,10.8,13.2,13.3,,,,,12.7,,,,,,,123.0,,,,,,,,,,,,
1476R,-8.714807,2025-01-07T11:00:00+0000,12.4,210.0,,,,42.749836,,CASAS DO PORTO,100.0,12.9,13.2,13.2,,,,,,,,,,,,,,,,,,,,,,,,
1477V,-8.774642,2025-01-07T11:00:00+0000,2.6,32.0,16.7,6.8,224.0,42.584843,225.0,VILAGARCIA DE AROUSA,99.0,13.6,14.3,14.3,,,,,,,,,,,,,,,,,,,,,,,,
1484C,-8.615833,2025-01-07T11:00:00+0000,2.0,113.3,12.8,5.9,180.0,42.43833,163.0,PONTEVEDRA,100.0,11.1,12.9,12.9,1000.2,2.0,12.9,1014.4,13.0,16.1,20.0,0.0,10.9,,,,,,2.24,,,,,11.8,,,,
1486E,-8.706944,2025-01-07T11:00:00+0000,3.0,3.0,13.1,6.2,204.0,42.39611,208.0,ESCUELA NAVAL DE MARÍN,90.0,14.0,14.8,14.8,,,,,13.2,,,,,,,192.0,,,,,,,,,,,,
1489A,-8.451243,2025-01-07T11:00:00+0000,7.4,395.0,9.8,2.6,194.0,42.40705,220.0,A LAMA,100.0,9.2,9.9,9.9,,,,,,,,,,,,,,,,,,,,,,,,
1495,-8.623765,2025-01-07T11:00:00+0000,1.4,254.6,9.8,5.5,180.0,42.238617,170.0,VIGO/PEINADOR,99.0,9.5,10.3,10.4,985.3,0.8,10.5,1016.2,10.2,,3.0,0.0,,,,,,,,,,,,,,,,
1496X,-8.724167,2025-01-07T11:00:00+0000,0.6,120.0,10.6,5.2,217.0,42.230556,225.0,VIGO-O CASTRO,93.0,12.9,14.1,14.1,,,,,,,,,,,,,,,,,,,,,,,,
1505,-7.4575,2025-01-07T11:00:00+0000,0.0,442.18,10.4,3.8,207.0,43.11111,223.0,LUGO/ROZAS,95.0,8.3,9.0,9.0,960.7,1.3,,1013.2,8.3,6.0,24.0,0.5,8.3,,,,,,0.23,,,,,8.9,,,,
1518A,-7.5525,2025-01-07T11:00:00+0000,0.6,442.0,5.9,1.8,201.0,42.998333,190.0,LUGO-COL.FINGOI,95.0,7.9,8.5,8.5,,,,,,,,,,,,,,,,,,,,,,,,
1521I,-7.499579,2025-01-07T11:00:00+0000,0.0,403.0,,,,42.845276,,O PARAMO,83.0,9.6,10.5,10.5,,,,,,,,,,,,,,,,,,,,,,,,
1521X,-7.18517,2025-01-07T11:00:00+0000,0.4,1080.0,20.9,7.0,182.0,42.86377,202.0,BECERREA-PENAMAIOR,95.0,6.4,7.3,7.3,,,,,,,,,,,,,,,,,,,,,,,,
1541B,-6.333886,2025-01-07T11:00:00+0000,1.2,958.0,11.9,6.3,192.0,42.928886,180.0,VILLABLINO,89.0,4.5,5.3,5.3,,,,,,,,,,,,,,,,,,,,,,,,
1542,-6.414164,2025-01-07T11:00:00+0000,0.2,1530.0,7.9,1.7,142.0,42.994164,131.0,PUERTO DE LEITARIEGOS,94.0,1.2,1.5,1.8,844.6,,,,0.6,2.7,,0.0,2.1,,0.4,,,,,,,,,,"{'value': 1480.5, 'present': True}",,,
1549,-6.6,2025-01-07T11:00:00+0000,1.0,532.01,3.2,1.0,307.0,42.56389,283.0,PONFERRADA,95.0,6.0,6.2,6.2,954.6,0.3,7.2,1018.3,5.5,4.9,52.0,0.0,7.8,,,,,,0.99,,,,,8.1,,,,
1561I,-6.673564,2025-01-07T11:00:00+0000,2.8,770.0,,,,42.76604,,VILLAR DE OTERO (LOS TROBOS),97.0,4.1,4.4,4.4,,,,,,,,,,,,,,,,,,,,,,,,
1583X,-6.99314,2025-01-07T11:00:00+0000,0.8,315.0,,,,42.41562,,O BARCO DE VALDEORRAS,76.0,10.2,10.7,10.7,,,,,,,,,,,,,,,,,,,,,,,,
1631E,-7.282498,2025-01-07T11:00:00+0000,0.2,840.0,16.4,6.1,235.0,42.339447,250.0,POBRA DE TRIVES SAN MAMEDE,82.0,7.2,9.1,9.1,918.8,,8.3,,6.2,,,1.0,5.5,0.0,0.2,,,,,,,,,,,784.2,,
1639X,-7.383609,2025-01-07T11:00:00+0000,0.0,990.0,15.1,8.5,202.0,42.260277,177.0,CHANDREXA DE QUEIXA,97.0,5.9,6.4,6.4,,,,,,,,,,,,,,,,,,,,,,,,
1658,-7.191741,2025-01-07T11:00:00+0000,1.0,612.0,,,,42.58853,,FOLGOSO DO COUREL,96.0,6.8,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
1679A,-7.510804,2025-01-07T11:00:00+0000,0.6,291.0,1.8,0.8,38.0,42.53177,30.0,MONFORTE DE LEMOS,100.0,7.7,8.6,8.6,,,,,,,,,,,,,,,,,,,,,,,,
1690A,-7.859722,2025-01-07T11:00:00+0000,0.0,145.86,2.3,0.8,273.0,42.32528,280.0,OURENSE,96.0,8.4,10.4,10.4,,0.5,13.1,,,20.0,30.0,16.1,10.2,,,,,,0.07,,,,,9.3,,,,
1696O,-8.277961,2025-01-07T11:00:00+0000,5.0,610.0,,,,42.468056,,BEARIZ,100.0,8.8,9.2,9.2,,,,,,,,,,,,,,,,,,,,,,,,
1700X,-8.0925,2025-01-07T11:00:00+0000,0.7,400.0,4.6,0.8,236.0,42.42139,253.0,O CARBALLIÑO,97.0,8.7,9.5,9.6,,,,,9.0,,,,,,,46.0,,,,,,,,,,,,
1701X,-8.129121,2025-01-07T11:00:00+0000,0.4,112.0,6.5,3.1,219.0,42.29988,217.0,RIBADAVIA,100.0,8.6,11.6,11.6,,,,,,,,,,,,,,,,,,,,,,,,
1706A,-7.796051,2025-01-07T11:00:00+0000,0.0,492.0,,,,42.182903,,ALLARIZ-RIMELO,82.0,9.4,10.9,10.9,,,,,,,,,,,,,,,,,,,,,,,,
1719,-8.281009,2025-01-07T11:00:00+0000,0.6,560.0,,,,42.217995,,A CAÑIZA,100.0,8.2,8.8,8.8,,,,,,,,,,,,,,,,,,,,,,,,
1723X,-8.4927,2025-01-07T11:00:00+0000,0.8,90.0,,,,42.182224,,PONTEAREAS-CANEDO,100.0,10.7,12.2,12.2,,,,,,,,,,,,,,,,,,,,,,,,
1730E,-8.847444,2025-01-07T11:00:00+0000,1.2,55.0,,,,41.94398,,O ROSAL,97.0,12.7,12.8,12.8,,,,,,,,,,,,,,,,,,,,,,,,
1735X,-7.733611,2025-01-07T11:00:00+0000,0.2,616.0,5.7,1.8,199.0,42.079166,147.0,XINZO DE LIMIA,88.0,7.5,8.4,8.4,,,,,6.5,,,,,,,74.0,,,,,,,,,,,,
1738U,-7.988838,2025-01-07T11:00:00+0000,0.4,730.0,,,,41.934116,,MUIÑOS-PRADO,99.0,7.4,8.1,8.1,,,,,,,,,,,,,,,,,,,,,,,,
1740,-4.12433,2025-01-07T11:00:00+0000,0.0,150.0,6.3,3.3,152.0,43.37724,137.0,ALTAMIRA,61.0,8.9,10.2,10.2,,,,,,,,,,,,,,,,,,,,,,,,
2017Y,-2.494163,2025-01-07T11:00:00+0000,0.0,1260.0,10.8,4.0,239.0,41.99583,240.0,BARRIOMARTIN-EL ROBLEDO,86.0,0.8,1.8,1.9,,,,,,,,,,,,,,,,,,,,,,,,
2030,-2.483063,2025-01-07T11:00:00+0000,0.0,1081.01,9.8,3.5,262.0,41.775017,250.0,SORIA,92.0,2.2,2.9,2.9,894.7,1.0,3.2,,1.7,20.0,20.0,0.0,5.3,,,,,,0.0,,,,,5.6,"{'value': 1496.2, 'present': True}",,,
2044B,-2.507534,2025-01-07T11:00:00+0000,0.0,1100.0,10.8,6.1,261.0,41.600582,280.0,LUBIA-CEDER,80.0,3.2,4.2,4.2,,,,,,,,,,,,,,,,,,,,,,,,
2048A,-2.420281,2025-01-07T11:00:00+0000,0.0,978.0,10.0,7.1,255.0,41.41944,247.0,MORON DE ALMAZAN ,65.0,5.3,7.6,7.9,,,,,,,,,,,,,,,,,,,,,,,,
2059B,-2.783338,2025-01-07T11:00:00+0000,0.0,1042.0,7.2,4.9,254.0,41.34972,262.0,LA RIBA DE ESCALOTE,71.0,3.8,5.4,5.4,,,,,,,,,,,,,,,,,,,,,,,,
2084Y,-3.047008,2025-01-07T11:00:00+0000,0.0,960.0,,,,41.721848,,UCERO,88.0,3.0,3.8,3.8,,,,,,,,,,,,,,,,,,,,,,,,
2092,-3.086949,2025-01-07T11:00:00+0000,0.0,932.0,10.5,7.4,259.0,41.589443,262.0,BURGO DE OSMA-POZUELOS,78.0,4.4,4.9,5.1,,,,,,,,,,,,,,,,,,,,,,,,
2096B,-3.251385,2025-01-07T11:00:00+0000,0.0,1150.0,11.2,7.2,275.0,41.373608,252.0,LICERAS-CAÑADA DEHESA,74.0,4.0,4.7,4.7,,,,,,,,,,,,,,,,,,,,,,,,
2106B,-3.381929,2025-01-07T11:00:00+0000,0.0,955.0,7.4,3.4,251.0,41.745846,242.0,CORUÑA DEL CONDE,87.0,3.7,3.9,3.9,,,,,,,,,,,,,,,,,,,,,,,,
2117D,-3.742777,2025-01-07T11:00:00+0000,0.0,790.0,8.6,3.0,231.0,41.665836,219.0,ARANDA DE DUERO,66.0,,,,928.4,,6.7,,,20.0,,0.0,5.2,0.0,0.0,,,,,,,,,,,,,
2135A,-3.507234,2025-01-07T11:00:00+0000,0.0,993.0,12.0,8.0,234.0,41.372757,245.0,FRESNO DE CANTIESPINO,74.0,4.7,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
2140A,-3.785871,2025-01-07T11:00:00+0000,0.0,1135.0,12.4,8.4,226.0,41.464554,220.0,ALDEANUEVA DE SERREZUELA-EL CERRO,89.0,2.7,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,
2150H,-3.475165,2025-01-07T11:00:00+0000,0.0,1798.0,11.1,4.4,155.0,41.19193,164.0,LA PINILLA  ESTACIÓN DE ESQUÍ,98.0,-2.1,-1.6,-1.6,820.6,,0.6,,-2.0,20.0,,0.0,0.1,0.0,0.0,,,,,,,,,,"{'value': 1517.6, 'present': True}",,,
2166Y,-4.124787,2025-01-07T11:00:00+0000,0.0,756.0,,,,41.593098,,PEÑAFIEL(FABRICA DE QUESOS),79.0,4.6,6.1,6.1,,,,,,,,,,,,,,,,,,,,,,,,
2172Y,-4.405497,2025-01-07T11:00:00+0000,0.0,725.0,7.0,4.8,230.0,41.611877,237.0,SARDÓN DE DUERO,82.0,5.2,6.1,6.1,,,,,,,,,,,,,,,,,,,,,,,,
2182C,-3.790216,2025-01-07T11:00:00+0000,0.0,1107.0,9.7,4.7,247.0,41.13386,262.0,RADES,73.0,4.3,5.3,5.3,,,,,,,,,,,,,,,,,,,,,,,,
2192C,-4.26545,2025-01-07T11:00:00+0000,0.0,795.0,5.8,2.9,202.0,41.383553,182.0,CUELLAR,75.0,5.8,6.3,6.3,,,,,,,,,,,,,,,,,,,,,,,,
2235U,-4.520031,2025-01-07T11:00:00+0000,0.2,1140.0,6.4,1.6,234.0,42.87062,255.0,CERVERA DE PISUERGA,86.0,1.8,2.8,2.8,886.0,,3.3,,0.6,20.0,,0.0,3.1,0.0,0.3,,,,,,,,,,"{'value': 1474.6, 'present': True}",,,
2243A,-4.277134,2025-01-07T11:00:00+0000,0.0,910.0,7.2,2.9,246.0,42.79806,247.0,AGUILAR DE CAMPOO,96.0,2.7,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
2276B,-4.575109,2025-01-07T11:00:00+0000,0.0,908.0,7.0,4.7,215.0,42.568817,202.0,VILLAELES DE VALDAVIA,100.0,2.6,3.2,3.2,,,,,,,,,,,,,,,,,,,,,,,,
2285B,-4.001111,2025-01-07T11:00:00+0000,0.0,869.0,12.2,7.9,227.0,42.523888,232.0,VILLADIEGO (DEPÓSITO DE AGUA),98.0,2.9,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
2290Y,-4.198909,2025-01-07T11:00:00+0000,0.0,771.0,9.1,5.4,220.0,42.251225,200.0,PEDROSA DEL PRÍNCIPE,91.0,4.1,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,
2296A,-1.976675,2025-01-07T11:00:00+0000,0.0,1039.0,11.2,3.5,226.0,41.775555,217.0,OLVEGA-CAMINO VEGAFRÍA,84.0,2.7,3.2,3.2,,,,,,,,,,,,,,,,,,,,,,,,
2302N,-3.109758,2025-01-07T11:00:00+0000,0.8,1197.0,7.6,2.5,287.0,42.146473,250.0,MONTERRUBIO DE LA DEMANDA,100.0,0.6,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,
2311Y,-3.767707,2025-01-07T11:00:00+0000,0.4,884.0,9.4,6.5,204.0,42.10522,207.0,VILLAMAYOR DE LOS MONTES,95.0,2.9,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,
2331,-3.620278,2025-01-07T11:00:00+0000,0.0,891.0,12.6,8.1,205.0,42.356945,198.0,BURGOS/VILLAFRÍA,96.0,3.0,3.4,3.4,914.8,1.5,3.8,,2.9,,10.0,0.0,5.4,,,,,,0.1,,,,,6.2,,802.5,,
2362C,-4.713714,2025-01-07T11:00:00+0000,0.0,1575.0,9.1,6.1,276.0,42.893772,287.0,CAMPORREDONDO DE ALBA  CUEVA DORADA,98.0,-1.5,-1.3,-1.3,,,,,,,,,,,,,,,,,,,,,,,,
2374X,-4.617359,2025-01-07T11:00:00+0000,0.2,830.0,8.4,4.3,225.0,42.350933,216.0,CARRIÓN DE LOS CONDES,94.0,3.7,4.4,4.4,923.0,,3.9,,3.6,6.3,,0.0,5.5,0.0,0.3,,,,,,,,,,,812.4,,
2400E,-4.602777,2025-01-07T11:00:00+0000,0.1,874.0,9.3,7.2,230.0,41.99568,237.0,PALENCIA-AUTILLA PINO,96.0,2.0,3.2,3.3,,,,,2.7,,,,,,,241.0,,,,,,,,,,,,
2401X,-4.560496,2025-01-07T11:00:00+0000,0.2,736.0,5.8,2.5,200.0,42.009502,197.0,PALENCIA-GRANJA VIÑALTA,96.0,4.2,4.7,4.7,,,,,,,,,,,,,,,,,,,,,,,,
2422,-4.754167,2025-01-07T11:00:00+0000,0.0,734.29,5.5,2.8,210.0,41.64083,220.0,VALLADOLID,85.0,3.5,5.7,5.7,933.5,0.9,6.7,1020.9,3.4,20.0,28.0,0.0,4.4,,,,5.1,204.0,0.0,2.5,1.4,63.0,182.0,5.0,,,,
2430Y,-5.044091,2025-01-07T11:00:00+0000,0.0,1178.0,7.6,2.0,57.0,40.543312,67.0,MUÑOTELLO,64.0,4.9,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
2444,-4.679722,2025-01-07T11:00:00+0000,0.0,1129.76,4.7,1.7,132.0,40.65917,145.0,ÁVILA,60.0,3.5,6.0,6.0,890.7,0.7,7.7,,-1.2,20.0,23.0,44.2,3.9,,,,,,0.0,,,,,5.2,"{'value': 1514.3, 'present': True}",,,
2453E,-4.742033,2025-01-07T11:00:00+0000,0.0,920.0,3.9,2.2,169.0,40.828964,182.0,GOTARRENDURA (AUTOMATICA),64.0,6.4,7.1,7.1,,,,,,,,,,,,,,,,,,,,,,,,
2456B,-4.729864,2025-01-07T11:00:00+0000,0.0,820.0,10.0,5.2,241.0,41.071484,235.0,AREVALO,70.0,5.8,7.2,7.2,,,,,,,,,,,,,,,,,,,,,,,,
2462,-4.010556,2025-01-07T11:00:00+0000,0.0,1892.6,5.2,1.9,115.0,40.793056,242.0,NAVACERRADA PUERTO,100.0,-2.5,-1.1,-1.1,811.9,1.5,-0.2,,-1.2,15.0,53.0,19.0,0.8,,,,3.5,103.0,0.0,1.5,0.6,81.0,248.0,1.0,"{'value': 1519.3, 'present': True}",,12.0,
2465,-4.126389,2025-01-07T11:00:00+0000,0.0,1008.25,5.8,3.6,198.0,40.94528,185.0,SEGOVIA,65.0,4.9,6.2,6.3,905.2,0.8,7.2,,0.2,19.6,16.0,22.8,5.6,,,,,,0.0,,,,,5.2,"{'value': 1522.2, 'present': True}",,,
2471Y,-4.212067,2025-01-07T11:00:00+0000,0.0,1237.0,,,,40.71867,,SAN RAFAEL,73.0,2.7,4.3,4.3,,,,,,,,,,,,,,,,,,,,,,,,
2482B,-4.375727,2025-01-07T11:00:00+0000,0.0,870.0,7.6,4.0,184.0,41.126385,175.0,MIGUELAÑEZ,68.0,5.8,6.5,6.5,,,,,,,,,,,,,,,,,,,,,,,,
2491C,-5.689876,2025-01-07T11:00:00+0000,0.0,1960.0,19.7,11.9,236.0,40.355087,245.0,LA COVATILLA  ESTACIÓN DE ESQUÍ,88.0,0.8,1.6,1.6,804.2,,-0.1,,-0.3,10.1,,0.0,-0.1,0.0,0.0,,,,,,,,,,"{'value': 1510.9, 'present': True}",,,
2503B,-4.691824,2025-01-07T11:00:00+0000,0.0,786.0,11.0,7.4,228.0,41.279922,235.0,OLMEDO  DEPÓSITO AGUA,76.0,5.8,6.5,6.5,,,,,,,,,,,,,,,,,,,,,,,,
2507Y,-4.963505,2025-01-07T11:00:00+0000,0.0,724.0,9.2,6.0,229.0,41.419464,217.0,RUEDA,80.0,5.7,6.9,6.9,,,,,,,,,,,,,,,,,,,,,,,,
2512Y,-5.018689,2025-01-07T11:00:00+0000,0.0,925.0,11.9,7.7,248.0,40.88213,262.0,RIVILLA DE BARAJAS,78.0,6.1,6.5,6.6,,,,,,,,,,,,,,,,,,,,,,,,
2517A,-4.939637,2025-01-07T11:00:00+0000,0.0,755.0,11.2,7.3,217.0,41.172752,207.0,FUENTE EL SOL,79.0,6.3,7.2,7.2,,,,,,,,,,,,,,,,,,,,,,,,
2536D,-5.271389,2025-01-07T11:00:00+0000,0.0,710.0,8.0,4.6,210.0,41.548332,210.0,MORALES DEL TORO-DEPOSITO,85.0,5.6,6.7,6.7,,,,,,,,,,,,,,,,,,,,,,,,
2555B,-5.481307,2025-01-07T11:00:00+0000,0.0,811.0,12.2,8.4,231.0,41.236706,232.0,FUENTESAUCO,86.0,5.7,6.3,6.3,,,,,,,,,,,,,,,,,,,,,,,,
2565,-5.630556,2025-01-07T11:00:00+0000,0.0,701.5,9.9,6.8,219.0,41.55528,227.0,CORESES,88.0,5.7,6.8,6.8,,,,,,,,,,,,,,,,,,,,,,,,
2568D,-4.851026,2025-01-07T11:00:00+0000,0.0,985.0,8.3,4.5,273.0,42.523502,255.0,VILLAPUN,100.0,2.1,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
2593D,-5.040989,2025-01-07T11:00:00+0000,0.0,782.0,10.4,6.5,222.0,42.09421,217.0,VILLALÓN DE CAMPOS,98.0,4.3,5.1,5.1,,,,,,,,,,,,,,,,,,,,,,,,
2604B,-5.040313,2025-01-07T11:00:00+0000,0.0,731.0,10.7,6.1,234.0,41.875816,242.0,MEDINA DE RIOSECO,88.0,5.1,5.9,5.9,,,,,,,,,,,,,,,,,,,,,,,,
2611D,-5.59244,2025-01-07T11:00:00+0000,0.0,690.0,9.0,5.1,208.0,41.856388,215.0,VILLAFÁFILA,89.0,5.5,6.3,6.3,,,,,,,,,,,,,,,,,,,,,,,,
